configName      Platooning
iniFile         omnetpp.ini
processID       3833
runID           Platooning-0-20191111-22:50:16-3833
totalRun        1
currentRun      0
currentConfig   Platooning
sim timeStep    100 ms
startDateTime   2019-11-11 22:50:16.250
endDateTime     2019-11-11 22:51:04.250
duration        0 hour, 0 minute, 47 second


index     timeStamp   vehid               lane                lanepos             speed               accel               timegapsetting      timegap             drivingdistance     
5         0.40        veh                 1to2_1              100.00              0.00                0.00                0.55                -1.00               0.00                
5         0.40        veh.1               1to2_1              92.92               0.07                0.21                0.55                30.58               0.02                
5         0.40        veh.2               1to2_1              85.82               0.08                0.29                0.55                24.97               0.02                
5         0.40        veh.3               1to2_1              78.72               0.09                0.31                0.55                24.47               0.02                
5         0.40        veh1                1to2_0              100.00              0.00                0.00                0.55                -1.00               0.00                
5         0.40        veh1.1              1to2_0              92.92               0.07                0.21                0.55                30.58               0.02                
5         0.40        veh1.2              1to2_0              85.82               0.08                0.29                0.55                24.97               0.02                

6         0.50        stopped             1to2_2              648.00              0.00                0.00                1.64                -1.00               0.00                
6         0.50        veh                 1to2_1              100.00              0.00                0.00                0.55                -1.00               0.00                
6         0.50        veh.1               1to2_1              92.92               0.09                0.19                0.55                23.90               0.02                
6         0.50        veh.2               1to2_1              85.83               0.11                0.30                0.55                18.33               0.03                
6         0.50        veh.3               1to2_1              78.73               0.12                0.33                0.55                17.64               0.03                
6         0.50        veh1                1to2_0              100.00              0.00                0.00                0.55                -1.00               0.00                
6         0.50        veh1.1              1to2_0              92.92               0.09                0.19                0.55                23.90               0.02                
6         0.50        veh1.2              1to2_0              85.83               0.11                0.30                0.55                18.33               0.03                

7         0.60        stopped             1to2_2              648.00              0.00                0.00                1.64                -1.00               0.00                
7         0.60        veh                 1to2_1              100.00              0.00                0.00                0.55                -1.00               0.00                
7         0.60        veh.1               1to2_1              92.93               0.10                0.15                0.55                20.33               0.03                
7         0.60        veh.2               1to2_1              85.84               0.14                0.28                0.55                14.66               0.04                
7         0.60        veh.3               1to2_1              78.75               0.15                0.33                0.55                13.78               0.05                
7         0.60        veh1                1to2_0              100.00              0.00                0.00                0.55                -1.00               0.00                
7         0.60        veh1.1              1to2_0              92.93               0.10                0.15                0.55                20.33               0.03                
7         0.60        veh1.2              1to2_0              85.84               0.14                0.28                0.55                14.66               0.04                

8         0.70        stopped             1to2_2              648.00              0.00                0.00                1.64                -1.00               0.00                
8         0.70        veh                 1to2_1              100.00              0.00                0.00                0.55                -1.00               0.00                
8         0.70        veh.1               1to2_1              92.95               0.11                0.10                0.55                18.48               0.05                
8         0.70        veh.2               1to2_1              85.86               0.17                0.24                0.55                12.52               0.06                
8         0.70        veh.3               1to2_1              78.76               0.18                0.31                0.55                11.45               0.06                
8         0.70        veh1                1to2_0              100.00              0.00                0.00                0.55                -1.00               0.00                
8         0.70        veh1.1              1to2_0              92.95               0.11                0.10                0.55                18.48               0.05                
8         0.70        veh1.2              1to2_0              85.86               0.17                0.24                0.55                12.52               0.06                

9         0.80        stopped             1to2_2              648.00              0.00                0.00                1.64                -1.00               0.00                
9         0.80        veh                 1to2_1              100.00              0.00                0.00                0.55                -1.00               0.00                
9         0.80        veh.1               1to2_1              92.96               0.11                0.04                0.55                17.78               0.06                
9         0.80        veh.2               1to2_1              85.88               0.18                0.17                0.55                11.29               0.08                
9         0.80        veh.3               1to2_1              78.78               0.21                0.26                0.55                10.00               0.08                
9         0.80        veh1                1to2_0              100.00              0.00                0.00                0.55                -1.00               0.00                
9         0.80        veh1.1              1to2_0              92.96               0.11                0.04                0.55                17.78               0.06                
9         0.80        veh1.2              1to2_0              85.88               0.18                0.17                0.55                11.29               0.08                

10        0.90        stopped             1to2_2              648.00              0.00                0.00                1.64                -1.00               0.00                
10        0.90        veh                 1to2_1              100.00              0.00                0.00                0.55                -1.00               0.00                
10        0.90        veh.1               1to2_1              92.97               0.11                -0.02               0.55                18.00               0.07                
10        0.90        veh.2               1to2_1              85.90               0.19                0.10                0.55                10.69               0.10                
10        0.90        veh.3               1to2_1              78.81               0.23                0.20                0.55                9.12                0.11                
10        0.90        veh1                1to2_0              100.00              0.00                0.00                0.55                -1.00               0.00                
10        0.90        veh1.1              1to2_0              92.97               0.11                -0.02               0.55                18.00               0.07                
10        0.90        veh1.2              1to2_0              85.90               0.19                0.10                0.55                10.69               0.10                

11        1.00        flow1.0             1to2_2              0.00                0.00                0.00                1.64                -1.00               0.00                
11        1.00        stopped             1to2_2              648.00              0.00                0.00                1.64                -1.00               0.00                
11        1.00        veh                 1to2_1              100.00              0.00                0.00                0.55                -1.00               0.00                
11        1.00        veh.1               1to2_1              92.98               0.11                -0.07               0.55                19.17               0.08                
11        1.00        veh.2               1to2_1              85.92               0.19                0.01                0.55                10.57               0.12                
11        1.00        veh.3               1to2_1              78.83               0.24                0.12                0.55                8.65                0.13                
11        1.00        veh1                1to2_0              100.00              0.00                0.00                0.55                -1.00               0.00                
11        1.00        veh1.1              1to2_0              92.98               0.11                -0.07               0.55                19.17               0.08                
11        1.00        veh1.2              1to2_0              85.92               0.19                0.01                0.55                10.57               0.12                

12        1.10        flow1.0             1to2_2              0.03                0.30                3.00                1.64                2143.23             0.03                
12        1.10        stopped             1to2_2              648.00              0.00                0.00                1.64                -1.00               0.00                
12        1.10        veh                 1to2_1              100.00              0.00                0.00                0.55                -1.00               0.00                
12        1.10        veh.1               1to2_1              92.99               0.09                -0.12               0.55                21.50               0.09                
12        1.10        veh.2               1to2_1              85.94               0.19                -0.07               0.55                10.93               0.14                
12        1.10        veh.3               1to2_1              78.86               0.24                0.03                0.55                8.51                0.16                
12        1.10        veh1                1to2_0              100.00              0.00                0.00                0.55                -1.00               0.00                
12        1.10        veh1.1              1to2_0              92.99               0.09                -0.12               0.55                21.50               0.09                
12        1.10        veh1.2              1to2_0              85.94               0.19                -0.07               0.55                10.93               0.14                

13        1.20        flow1.0             1to2_2              0.09                0.60                3.00                1.64                1071.52             0.09                
13        1.20        stopped             1to2_2              648.00              0.00                0.00                1.64                -1.00               0.00                
13        1.20        veh                 1to2_1              100.00              0.00                0.00                0.55                -1.00               0.00                
13        1.20        veh.1               1to2_1              93.00               0.08                -0.15               0.55                25.59               0.10                
13        1.20        veh.2               1to2_1              85.95               0.17                -0.15               0.55                11.82               0.15                
13        1.20        veh.3               1to2_1              78.88               0.24                -0.06               0.55                8.68                0.18                
13        1.20        veh1                1to2_0              100.00              0.00                0.00                0.55                -1.00               0.00                
13        1.20        veh1.1              1to2_0              93.00               0.08                -0.15               0.55                25.59               0.10                
13        1.20        veh1.2              1to2_0              85.95               0.17                -0.15               0.55                11.82               0.15                

14        1.30        flow1.0             1to2_2              0.18                0.90                3.00                1.64                714.24              0.18                
14        1.30        stopped             1to2_2              648.00              0.00                0.00                1.64                -1.00               0.00                
14        1.30        veh                 1to2_1              100.00              0.00                0.00                0.55                -1.00               0.00                
14        1.30        veh.1               1to2_1              93.00               0.00                -0.78               0.55                -1.00               0.10                
14        1.30        veh.2               1to2_1              85.97               0.15                -0.21               0.55                13.40               0.17                
14        1.30        veh.3               1to2_1              78.90               0.22                -0.14               0.55                9.20                0.20                
14        1.30        veh1                1to2_0              100.00              0.00                0.00                0.55                -1.00               0.00                
14        1.30        veh1.1              1to2_0              93.00               0.00                -0.78               0.55                -1.00               0.10                
14        1.30        veh1.2              1to2_0              85.97               0.15                -0.21               0.55                13.40               0.17                

15        1.40        flow1.0             1to2_2              0.30                1.20                3.00                1.64                535.58              0.30                
15        1.40        stopped             1to2_2              648.00              0.00                0.00                1.64                -1.00               0.00                
15        1.40        veh                 1to2_1              100.00              0.00                0.00                0.55                -1.00               0.00                
15        1.40        veh.1               1to2_1              93.00               0.00                0.00                0.55                -1.00               0.10                
15        1.40        veh.2               1to2_1              85.98               0.11                -0.38               0.55                17.87               0.18                
15        1.40        veh.3               1to2_1              78.92               0.20                -0.22               0.55                10.15               0.22                
15        1.40        veh1                1to2_0              100.00              0.00                0.00                0.55                -1.00               0.00                
15        1.40        veh1.1              1to2_0              93.00               0.00                0.00                0.55                -1.00               0.10                
15        1.40        veh1.2              1to2_0              85.98               0.11                -0.38               0.55                17.87               0.18                

16        1.50        flow1.0             1to2_2              0.45                1.50                3.00                1.64                428.37              0.45                
16        1.50        stopped             1to2_2              648.00              0.00                0.00                1.64                -1.00               0.00                
16        1.50        veh                 1to2_1              100.00              0.00                0.00                0.55                -1.00               0.00                
16        1.50        veh.1               1to2_1              93.00               0.00                0.00                0.55                4645.73             0.10                
16        1.50        veh.2               1to2_1              85.99               0.08                -0.36               0.55                26.27               0.19                
16        1.50        veh.3               1to2_1              78.94               0.17                -0.30               0.55                11.89               0.24                
16        1.50        veh1                1to2_0              100.00              0.00                0.00                0.55                -1.00               0.00                
16        1.50        veh1.1              1to2_0              93.00               0.00                0.00                0.55                4645.73             0.10                
16        1.50        veh1.2              1to2_0              85.99               0.08                -0.36               0.55                26.27               0.19                

17        1.60        flow1.0             1to2_2              0.63                1.80                3.00                1.64                356.87              0.63                
17        1.60        stopped             1to2_2              648.00              0.00                0.00                1.64                -1.00               0.00                
17        1.60        veh                 1to2_1              100.00              0.00                0.00                0.55                -1.00               0.00                
17        1.60        veh.1               1to2_1              93.00               0.00                0.01                0.55                1747.10             0.10                
17        1.60        veh.2               1to2_1              85.99               0.04                -0.33               0.55                45.62               0.19                
17        1.60        veh.3               1to2_1              78.95               0.14                -0.36               0.55                14.97               0.25                
17        1.60        veh1                1to2_0              100.00              0.00                0.00                0.55                -1.00               0.00                
17        1.60        veh1.1              1to2_0              93.00               0.00                0.01                0.55                1747.10             0.10                
17        1.60        veh1.2              1to2_0              85.99               0.04                -0.33               0.55                45.62               0.19                

18        1.70        flow1.0             1to2_2              0.84                2.10                3.00                1.64                305.79              0.84                
18        1.70        stopped             1to2_2              648.00              0.00                0.00                1.64                -1.00               0.00                
18        1.70        veh                 1to2_1              100.00              0.00                0.00                0.55                -1.00               0.00                
18        1.70        veh.1               1to2_1              93.00               0.00                0.01                0.55                998.74              0.10                
18        1.70        veh.2               1to2_1              85.99               0.00                -0.44               0.55                -1.00               0.19                
18        1.70        veh.3               1to2_1              78.96               0.10                -0.38               0.55                20.74               0.26                
18        1.70        veh1                1to2_0              100.00              0.00                0.00                0.55                -1.00               0.00                
18        1.70        veh1.1              1to2_0              93.00               0.00                0.01                0.55                998.74              0.10                
18        1.70        veh1.2              1to2_0              85.99               0.00                -0.44               0.55                -1.00               0.19                

19        1.80        flow1.0             1to2_2              1.08                2.40                3.00                1.64                267.47              1.08                
19        1.80        stopped             1to2_2              648.00              0.00                0.00                1.64                -1.00               0.00                
19        1.80        veh                 1to2_1              100.00              0.00                0.00                0.55                -1.00               0.00                
19        1.80        veh.1               1to2_1              93.00               0.00                0.01                0.55                694.84              0.10                
19        1.80        veh.2               1to2_1              85.99               0.00                0.00                0.55                -1.00               0.19                
19        1.80        veh.3               1to2_1              78.97               0.06                -0.41               0.55                35.60               0.27                
19        1.80        veh1                1to2_0              100.00              0.00                0.00                0.55                -1.00               0.00                
19        1.80        veh1.1              1to2_0              93.00               0.00                0.01                0.55                694.84              0.10                
19        1.80        veh1.2              1to2_0              85.99               0.00                0.00                0.55                -1.00               0.19                

20        1.90        flow1.0             1to2_2              1.35                2.70                3.00                1.64                237.65              1.35                
20        1.90        stopped             1to2_2              648.00              0.00                0.00                1.64                -1.00               0.00                
20        1.90        veh                 1to2_1              100.00              0.00                0.00                0.55                -1.00               0.00                
20        1.90        veh.1               1to2_1              93.00               0.00                0.01                0.55                545.29              0.10                
20        1.90        veh.2               1to2_1              85.99               0.00                0.01                0.55                2966.70             0.19                
20        1.90        veh.3               1to2_1              78.97               0.02                -0.33               0.55                84.73               0.27                
20        1.90        veh1                1to2_0              100.00              0.00                0.00                0.55                -1.00               0.00                
20        1.90        veh1.1              1to2_0              93.00               0.00                0.01                0.55                545.29              0.10                
20        1.90        veh1.2              1to2_0              85.99               0.00                0.01                0.55                2966.70             0.19                

21        2.00        flow1.0             1to2_2              1.65                3.00                3.00                1.64                213.78              1.65                
21        2.00        stopped             1to2_2              648.00              0.00                0.00                1.64                -1.00               0.00                
21        2.00        veh                 1to2_1              100.00              0.00                0.00                0.55                -1.00               0.00                
21        2.00        veh.1               1to2_1              93.00               0.00                0.01                0.55                466.07              0.10                
21        2.00        veh.2               1to2_1              85.99               0.00                0.01                0.55                1089.99             0.19                
21        2.00        veh.3               1to2_1              78.97               0.00                -0.24               0.55                -1.00               0.27                
21        2.00        veh1                1to2_0              100.00              0.00                0.00                0.55                -1.00               0.00                
21        2.00        veh1.1              1to2_0              93.00               0.00                0.01                0.55                466.07              0.10                
21        2.00        veh1.2              1to2_0              85.99               0.00                0.01                0.55                1089.99             0.19                

22        2.10        flow1.0             1to2_2              1.98                3.30                3.00                1.64                194.25              1.98                
22        2.10        stopped             1to2_2              648.00              0.00                0.00                1.64                -1.00               0.00                
22        2.10        veh                 1to2_1              100.00              0.00                0.00                0.55                -1.00               0.00                
22        2.10        veh.1               1to2_1              93.00               0.00                0.00                0.55                425.89              0.10                
22        2.10        veh.2               1to2_1              85.99               0.00                0.01                0.55                609.82              0.19                
22        2.10        veh.3               1to2_1              78.97               0.00                0.00                0.55                -1.00               0.27                
22        2.10        veh1                1to2_0              100.00              0.00                0.00                0.55                -1.00               0.00                
22        2.10        veh1.1              1to2_0              93.00               0.00                0.00                0.55                425.89              0.10                
22        2.10        veh1.2              1to2_0              85.99               0.00                0.01                0.55                609.82              0.19                

23        2.20        flow1.0             1to2_2              2.34                3.60                3.00                1.64                177.96              2.34                
23        2.20        stopped             1to2_2              648.00              0.00                0.00                1.64                -1.00               0.00                
23        2.20        veh                 1to2_1              100.00              0.00                0.00                0.55                -1.00               0.00                
23        2.20        veh.1               1to2_1              93.00               0.00                0.00                0.55                411.83              0.10                
23        2.20        veh.2               1to2_1              85.99               0.00                0.02                0.55                415.88              0.19                
23        2.20        veh.3               1to2_1              78.97               0.00                0.02                0.55                810.44              0.27                
23        2.20        veh1                1to2_0              100.00              0.00                0.00                0.55                -1.00               0.00                
23        2.20        veh1.1              1to2_0              93.00               0.00                0.00                0.55                411.83              0.10                
23        2.20        veh1.2              1to2_0              85.99               0.00                0.02                0.55                415.88              0.19                

24        2.30        flow1.0             1to2_2              2.73                3.90                3.00                1.64                164.17              2.73                
24        2.30        stopped             1to2_2              648.00              0.00                0.00                1.64                -1.00               0.00                
24        2.30        veh                 1to2_1              100.00              0.00                0.00                0.55                -1.00               0.00                
24        2.30        veh.1               1to2_1              93.00               0.00                -0.00               0.55                419.23              0.10                
24        2.30        veh.2               1to2_1              85.99               0.01                0.01                0.55                320.37              0.19                
24        2.30        veh.3               1to2_1              78.97               0.01                0.04                0.55                300.21              0.27                
24        2.30        veh1                1to2_0              100.00              0.00                0.00                0.55                -1.00               0.00                
24        2.30        veh1.1              1to2_0              93.00               0.00                -0.00               0.55                419.23              0.10                
24        2.30        veh1.2              1to2_0              85.99               0.01                0.01                0.55                320.37              0.19                

25        2.40        flow1.0             1to2_2              3.15                4.20                3.00                1.64                152.35              3.15                
25        2.40        stopped             1to2_2              648.00              0.00                0.00                1.64                -1.00               0.00                
25        2.40        veh                 1to2_1              100.00              0.00                0.00                0.55                -1.00               0.00                
25        2.40        veh.1               1to2_1              93.00               0.00                -0.00               0.55                448.57              0.10                
25        2.40        veh.2               1to2_1              85.99               0.01                0.01                0.55                269.12              0.19                
25        2.40        veh.3               1to2_1              78.97               0.01                0.05                0.55                169.08              0.27                
25        2.40        veh1                1to2_0              100.00              0.00                0.00                0.55                -1.00               0.00                
25        2.40        veh1.1              1to2_0              93.00               0.00                -0.00               0.55                448.57              0.10                
25        2.40        veh1.2              1to2_0              85.99               0.01                0.01                0.55                269.12              0.19                

26        2.50        flow1.0             1to2_2              3.60                4.50                3.00                1.64                142.09              3.60                
26        2.50        stopped             1to2_2              648.00              0.00                0.00                1.64                -1.00               0.00                
26        2.50        veh                 1to2_1              100.00              0.00                0.00                0.55                -1.00               0.00                
26        2.50        veh.1               1to2_1              93.00               0.00                -0.01               0.55                505.51              0.10                
26        2.50        veh.2               1to2_1              86.00               0.01                0.01                0.55                241.98              0.20                
26        2.50        veh.3               1to2_1              78.98               0.02                0.05                0.55                115.90              0.28                
26        2.50        veh1                1to2_0              100.00              0.00                0.00                0.55                -1.00               0.00                
26        2.50        veh1.1              1to2_0              93.00               0.00                -0.01               0.55                505.51              0.10                
26        2.50        veh1.2              1to2_0              86.00               0.01                0.01                0.55                241.98              0.20                

27        2.60        flow1.0             1to2_2              4.08                4.80                3.00                1.64                133.11              4.08                
27        2.60        stopped             1to2_2              648.00              0.00                0.00                1.64                -1.00               0.00                
27        2.60        veh                 1to2_1              100.00              0.00                0.00                0.55                -1.00               0.00                
27        2.60        veh.1               1to2_1              93.00               0.00                -0.01               0.55                603.90              0.10                
27        2.60        veh.2               1to2_1              86.00               0.01                0.00                0.55                230.48              0.20                
27        2.60        veh.3               1to2_1              78.98               0.02                0.05                0.55                89.63               0.28                
27        2.60        veh1                1to2_0              100.00              0.00                0.00                0.55                -1.00               0.00                
27        2.60        veh1.1              1to2_0              93.00               0.00                -0.01               0.55                603.90              0.10                
27        2.60        veh1.2              1to2_0              86.00               0.01                0.00                0.55                230.48              0.20                

28        2.70        flow1.0             1to2_2              4.59                5.10                3.00                1.64                125.18              4.59                
28        2.70        stopped             1to2_2              648.00              0.00                0.00                1.64                -1.00               0.00                
28        2.70        veh                 1to2_1              100.00              0.00                0.00                0.55                -1.00               0.00                
28        2.70        veh.1               1to2_1              93.00               0.00                -0.03               0.55                -1.00               0.10                
28        2.70        veh.2               1to2_1              86.00               0.01                -0.00               0.55                231.27              0.20                
28        2.70        veh.3               1to2_1              78.98               0.03                0.04                0.55                75.49               0.28                
28        2.70        veh1                1to2_0              100.00              0.00                0.00                0.55                -1.00               0.00                
28        2.70        veh1.1              1to2_0              93.00               0.00                -0.03               0.55                -1.00               0.10                
28        2.70        veh1.2              1to2_0              86.00               0.01                -0.00               0.55                231.27              0.20                

29        2.80        flow1.0             1to2_2              5.13                5.40                3.00                1.64                118.12              5.13                
29        2.80        stopped             1to2_2              648.00              0.00                0.00                1.64                -1.00               0.00                
29        2.80        veh                 1to2_1              100.00              0.00                0.00                0.55                -1.00               0.00                
